unit_id,unit_title,lesson_id,lesson_title,lesson_activity,lesson_activity_name,lesson_notes,lesson_video_id,lesson_objectives,lesson_description
5,How to Store Data (NoSQL),1,"RDBMS vs. NoSQL",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson5.1/Lesson5.1Credibility_Text_.html,gEp1ZasLgH0,,"<p>A brief run-down of what has been studied so far. Current set of lessons focuses on loading data. Huge amounts of data in research means work must be done to develop means of handling it. Relational databases worked for a while, but now require memcache to provide distributed storage. Master-slave setup and sharding used to enable relational databases to operate across multiple nodes, but both methods have drawbacks. Another method is multiple masters. NoSQL differs from traditional SQL databases in that it does not support joining or require a fixed table schema.</p>"
5,How to Store Data (NoSQL),2,"NoSQL Characteristics",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson5.2/Lesson5.2Variantdata_Text_.html,BjtTDiKhqk8,"<p>Clouds have arisen as an answer to the data demands of social media. Three major programs for NoSQL are BigTable, Dynamo, and CAP theory. NoSQL is not meant to replace SQL, but to tackle the large-data problems SQL is not well equipped to handle. SQL ACID transactions are Atomic, Consistent, Isolated, and Durable. Consistency can be either strong (ACID) or weak (BASE). CAP theorem offers Consistency, Availability, and Partition tolerance, only two of which can coexist for a shared-data system. NoSQL comes in two varieties, each with pros and cons: Key-Value or schema-less. Common advantages of NoSQL include their being open source and fault tolerant.</p>",
5,How to Store Data (NoSQL),3,"BigTable",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson5.3/Lesson5.3Usingbookstoverifyaquote_Text_.html,JAlz9AI5I-M,"<p>Big Table is a key-value NoSQL model with data arranged in rows and columns. It is composed of Data File System, Chubby, and SSTable. A tablet is a range of rows in BigTable. The master node assigns tablets to tablet servers and manages these servers. Memory is conserved by making SSTables and memtables compact. BigTable is used in features of Google like their search engine and Google Earth.</p>",
5,How to Store Data (NoSQL),4,"HBase",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson5.4/Lesson5.4UsingWHOIS_Text_.html,i-ibhuVs-ck,"<p>HBase is a NoSQL core component of the Hadoop Distributed File System. It is a scalable distributed data store.  A timeline of HBase and Hadoop is shown. BigTable still has its uses but does not scale well to large amounts of analytic processing. HBase has a row-column structure similar to BigTable as well as master and slave nodes. Its place in the architecture of HDFS is shown in a diagram.</p>",
5,How to Store Data (NoSQL),5,"HBase Coding",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson5.5/Lesson5.5Occasionalmisconceptions_Text_.html,KbFMpYRBTtU,"<p>This video gives an overview of the code used in the installation of HBase and connecting to it.</p>",
6,How to Build a Search Engine (SaaS),1,Combining methods,yes,Lesson 6.1 Activity,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson6.1/Lesson6.1Combiningmethods_Text_.html,dO2vuIkFio4,<ul><li>Combine operators for stronger searches.</li></ul>,
6,How to Build a Search Engine (SaaS),2,Think broadly,yes,Lesson 6.2 Activity,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson6.2/Lesson6.2Thinkbroadly_Text_.html,s7QZd1hEjS4,<ul><li>Combine methods and approaches to find information efficiently.</li><li>Conduct research effectively with tools that are not traditionally used for research.</li></ul>,
6,How to Build a Search Engine (SaaS),3,Summary,yes,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson6.3/Lesson6.3Summary_Text_.html,XsGpoNOVOo4,<ul><li>Identify ways to continue learning how to be an effective searcher.</li></ul>,
7,Expectations and Projects,1,Computational Clusters,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson2.1/Lesson2.1Whensearchresultssuggestsomethingnew.html,xQNuLjickxc,"<p>Examples and definitions are given for SaaS, PaaS, and IaaS. Computational models must be designed with the problems and effective resources in mind. A demonstration of cloud use for Bioinformatics on the FutureGrid educational testbed shows how clouds offer advantages of provisioning and virtual cluster support. Overhead and performance issues are touched upon through charts showing the use of three different virtual clusters.</p>",
7,Expectations and Projects,2,Term Projects 1,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson2.2/Lesson2.2Thinkingmoredeeplyaboutyoursearch_Te.html,DYG6_bUGsqY,"<p>The work of previous B649 students is presented, covering a variety of topics and software: HBase, DryadLINQ, virtualization, commercial cloud storage, and IU’s Twister iterative MapReduce.</p>",
7,Expectations and Projects,3,Term Projects 2,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson2.3/Lesson2.3Understandingyouroptionsfordifferent.html,8EdxkDiUpKI,"<p>This lecture offers further examples of prior student projects in areas like cloud storage, infrastructure and platforms, as well as high level languages like Apache Pig. Other topics cover MapReduce in Single Program Multiple Data mode, genetic algorithms in MapReduce, Hadoop supporting recommender systems, K-means clustering, etc. Following this the benefits/vulnerabilities of clouds and some of their most well-known programs are showcased in other research assignments. In conclusion, we have a list of the requirements for current student project submissions.</p>",
